declarationId,senderReference,receiverReference,goodsCategoryCode,riskAssessmentCode,originCountry,declaredValue,weightKg
DEC-00318,SND-0157,RCV-0223,CAT-067,RISK-11,NL,11866.18,414.4
DEC-00319,SND-0174,RCV-0002,CAT-074,RISK-16,CN,11903.19,415.7
DEC-00320,SND-0191,RCV-0031,CAT-001,RISK-01,US,11940.20,417.0
DEC-00321,SND-0208,RCV-0060,CAT-008,RISK-06,EE,11977.21,418.3
DEC-00322,SND-0225,RCV-0089,CAT-015,RISK-11,LV,12014.22,419.6
DEC-00323,SND-0242,RCV-0118,CAT-022,RISK-16,LT,12051.23,420.9
DEC-00324,SND-0009,RCV-0147,CAT-029,RISK-01,FI,12088.24,422.2
DEC-00325,SND-0026,RCV-0176,CAT-036,RISK-06,SE,12125.25,423.5
DEC-00326,SND-0043,RCV-0205,CAT-043,RISK-11,DE,12162.26,424.8
DEC-00327,SND-0060,RCV-0234,CAT-050,RISK-16,PL,12199.27,426.1
DEC-00328,SND-0077,RCV-0013,CAT-057,RISK-01,NL,12236.28,427.4
DEC-00329,SND-0094,RCV-0042,CAT-064,RISK-06,CN,12273.29,428.7
DEC-00330,SND-0111,RCV-0071,CAT-071,RISK-11,US,12310.30,430.0
DEC-00331,SND-0128,RCV-0100,CAT-078,RISK-16,EE,12347.31,431.3
DEC-00332,SND-0145,RCV-0129,CAT-005,RISK-01,LV,12384.32,432.6
DEC-00333,SND-0162,RCV-0158,CAT-012,RISK-06,LT,12421.33,433.9
DEC-00334,SND-0179,RCV-0187,CAT-019,RISK-11,FI,12458.34,435.2
DEC-00335,SND-0196,RCV-0216,CAT-026,RISK-16,SE,12495.35,436.5
DEC-00336,SND-0213,RCV-0245,CAT-033,RISK-01,DE,12532.36,437.8
DEC-00337,SND-0230,RCV-0024,CAT-040,RISK-06,PL,12569.37,439.1
DEC-00338,SND-0247,RCV-0053,CAT-047,RISK-11,NL,12606.38,440.4
DEC-00339,SND-0014,RCV-0082,CAT-054,RISK-16,CN,12643.39,441.7
DEC-00340,SND-0031,RCV-0111,CAT-061,RISK-01,US,12680.40,443.0
DEC-00341,SND-0048,RCV-0140,CAT-068,RISK-06,EE,12717.41,444.3
DEC-00342,SND-0065,RCV-0169,CAT-075,RISK-11,LV,12754.42,445.6
DEC-00343,SND-0082,RCV-0198,CAT-002,RISK-16,LT,12791.43,446.9
DEC-00344,SND-0099,RCV-0227,CAT-009,RISK-01,FI,12828.44,448.2
DEC-00345,SND-0116,RCV-0006,CAT-016,RISK-06,SE,12865.45,449.5
DEC-00346,SND-0133,RCV-0035,CAT-023,RISK-11,DE,12902.46,450.8
DEC-00347,SND-0150,RCV-0064,CAT-030,RISK-16,PL,12939.47,452.1
DEC-00348,SND-0167,RCV-0093,CAT-037,RISK-01,NL,12976.48,453.4
DEC-00349,SND-0184,RCV-0122,CAT-044,RISK-06,CN,13013.49,454.7
DEC-00350,SND-0201,RCV-0151,CAT-051,RISK-11,US,13050.50,456.0
DEC-00351,SND-0218,RCV-0180,CAT-058,RISK-16,EE,13087.51,457.3
DEC-00352,SND-0235,RCV-0209,CAT-065,RISK-01,LV,13124.52,458.6
DEC-00353,SND-0002,RCV-0238,CAT-072,RISK-06,LT,13161.53,459.9
DEC-00354,SND-0019,RCV-0017,CAT-079,RISK-11,FI,13198.54,461.2
DEC-00355,SND-0036,RCV-0046,CAT-006,RISK-16,SE,13235.55,462.5
DEC-00356,SND-0053,RCV-0075,CAT-013,RISK-01,DE,13272.56,463.8
DEC-00357,SND-0070,RCV-0104,CAT-020,RISK-06,PL,13309.57,465.1
DEC-00358,SND-0087,RCV-0133,CAT-027,RISK-11,NL,13346.58,466.4
DEC-00359,SND-0104,RCV-0162,CAT-034,RISK-16,CN,13383.59,467.7
DEC-00360,SND-0121,RCV-0191,CAT-041,RISK-01,US,13420.60,469.0
DEC-00361,SND-0138,RCV-0220,CAT-048,RISK-06,EE,13457.61,470.3
DEC-00362,SND-0155,RCV-0249,CAT-055,RISK-11,LV,13494.62,471.6
DEC-00363,SND-0172,RCV-0028,CAT-062,RISK-16,LT,13531.63,472.9
DEC-00364,SND-0189,RCV-0057,CAT-069,RISK-01,FI,13568.64,474.2
DEC-00365,SND-0206,RCV-0086,CAT-076,RISK-06,SE,13605.65,475.5
DEC-00366,SND-0223,RCV-0115,CAT-003,RISK-11,DE,13642.66,476.8
DEC-00367,SND-0240,RCV-0144,CAT-010,RISK-16,PL,13679.67,478.1
DEC-00368,SND-0007,RCV-0173,CAT-017,RISK-01,NL,13716.68,479.4
DEC-00369,SND-0024,RCV-0202,CAT-024,RISK-06,CN,13753.69,480.7
DEC-00370,SND-0041,RCV-0231,CAT-031,RISK-11,US,13790.70,482.0
DEC-00371,SND-0058,RCV-0010,CAT-038,RISK-16,EE,13827.71,483.3
DEC-00372,SND-0075,RCV-0039,CAT-045,RISK-01,LV,13864.72,484.6
DEC-00373,SND-0092,RCV-0068,CAT-052,RISK-06,LT,13901.73,485.9
DEC-00374,SND-0109,RCV-0097,CAT-059,RISK-11,FI,13938.74,487.2
DEC-00375,SND-0126,RCV-0126,CAT-066,RISK-16,SE,13975.75,488.5
DEC-00376,SND-0143,RCV-0155,CAT-073,RISK-01,DE,14012.76,489.8
DEC-00377,SND-0160,RCV-0184,CAT-080,RISK-06,PL,14049.77,491.1
DEC-00378,SND-0177,RCV-0213,CAT-007,RISK-11,NL,14086.78,492.4
DEC-00379,SND-0194,RCV-0242,CAT-014,RISK-16,CN,14123.79,493.7
DEC-00380,SND-0211,RCV-0021,CAT-021,RISK-01,US,14160.80,495.0
DEC-00381,SND-0228,RCV-0050,CAT-028,RISK-06,EE,14197.81,496.3
DEC-00382,SND-0245,RCV-0079,CAT-035,RISK-11,LV,14234.82,497.6
DEC-00383,SND-0012,RCV-0108,CAT-042,RISK-16,LT,14271.83,498.9
DEC-00384,SND-0029,RCV-0137,CAT-049,RISK-01,FI,14308.84,500.2
DEC-00385,SND-0046,RCV-0166,CAT-056,RISK-06,SE,14345.85,1.5
DEC-00386,SND-0063,RCV-0195,CAT-063,RISK-11,DE,14382.86,2.8
DEC-00387,SND-0080,RCV-0224,CAT-070,RISK-16,PL,14419.87,4.1
DEC-00388,SND-0097,RCV-0003,CAT-077,RISK-01,NL,14456.88,5.4
DEC-00389,SND-0114,RCV-0032,CAT-004,RISK-06,CN,14493.89,6.7
DEC-00390,SND-0131,RCV-0061,CAT-011,RISK-11,US,14530.90,8.0
DEC-00391,SND-0148,RCV-0090,CAT-018,RISK-16,EE,14567.91,9.3
DEC-00392,SND-0165,RCV-0119,CAT-025,RISK-01,LV,14604.92,10.6
DEC-00393,SND-0182,RCV-0148,CAT-032,RISK-06,LT,14641.93,11.9
DEC-00394,SND-0199,RCV-0177,CAT-039,RISK-11,FI,14678.94,13.2
DEC-00395,SND-0216,RCV-0206,CAT-046,RISK-16,SE,14715.95,14.5
DEC-00396,SND-0233,RCV-0235,CAT-053,RISK-01,DE,14752.96,15.8
DEC-00397,SND-0250,RCV-0014,CAT-060,RISK-06,PL,14789.97,17.1
DEC-00398,SND-0017,RCV-0043,CAT-067,RISK-11,NL,14826.98,18.4
DEC-00399,SND-0034,RCV-0072,CAT-074,RISK-16,CN,14863.99,19.7
DEC-00400,SND-0051,RCV-0101,CAT-001,RISK-01,US,14900.00,21.0
DEC-00401,SND-0068,RCV-0130,CAT-008,RISK-06,EE,14937.01,22.3
DEC-00402,SND-0085,RCV-0159,CAT-015,RISK-11,LV,14974.02,23.6
DEC-00403,SND-0102,RCV-0188,CAT-022,RISK-16,LT,15011.03,24.9
DEC-00404,SND-0119,RCV-0217,CAT-029,RISK-01,FI,15048.04,26.2
DEC-00405,SND-0136,RCV-0246,CAT-036,RISK-06,SE,15085.05,27.5
DEC-00406,SND-0153,RCV-0025,CAT-043,RISK-11,DE,15122.06,28.8
DEC-00407,SND-0170,RCV-0054,CAT-050,RISK-16,PL,15159.07,30.1
DEC-00408,SND-0187,RCV-0083,CAT-057,RISK-01,NL,15196.08,31.4
DEC-00409,SND-0204,RCV-0112,CAT-064,RISK-06,CN,15233.09,32.7
DEC-00410,SND-0221,RCV-0141,CAT-071,RISK-11,US,15270.10,34.0
DEC-00411,SND-0238,RCV-0170,CAT-078,RISK-16,EE,15307.11,35.3
DEC-00412,SND-0005,RCV-0199,CAT-005,RISK-01,LV,15344.12,36.6
DEC-00413,SND-0022,RCV-0228,CAT-012,RISK-06,LT,15381.13,37.9
DEC-00414,SND-0039,RCV-0007,CAT-019,RISK-11,FI,15418.14,39.2
DEC-00415,SND-0056,RCV-0036,CAT-026,RISK-16,SE,15455.15,40.5
DEC-00416,SND-0073,RCV-0065,CAT-033,RISK-01,DE,15492.16,41.8
DEC-00417,SND-0090,RCV-0094,CAT-040,RISK-06,PL,15529.17,43.1
DEC-00418,SND-0107,RCV-0123,CAT-047,RISK-11,NL,15566.18,44.4
DEC-00419,SND-0124,RCV-0152,CAT-054,RISK-16,CN,15603.19,45.7
DEC-00420,SND-0141,RCV-0181,CAT-061,RISK-01,US,15640.20,47.0
DEC-00421,SND-0158,RCV-0210,CAT-068,RISK-06,EE,15677.21,48.3
DEC-00422,SND-0175,RCV-0239,CAT-075,RISK-11,LV,15714.22,49.6
DEC-00423,SND-0192,RCV-0018,CAT-002,RISK-16,LT,15751.23,50.9
DEC-00424,SND-0209,RCV-0047,CAT-009,RISK-01,FI,15788.24,52.2
DEC-00425,SND-0226,RCV-0076,CAT-016,RISK-06,SE,15825.25,53.5
DEC-00426,SND-0243,RCV-0105,CAT-023,RISK-11,DE,15862.26,54.8
DEC-00427,SND-0010,RCV-0134,CAT-030,RISK-16,PL,15899.27,56.1
DEC-00428,SND-0027,RCV-0163,CAT-037,RISK-01,NL,15936.28,57.4
DEC-00429,SND-0044,RCV-0192,CAT-044,RISK-06,CN,15973.29,58.7
DEC-00430,SND-0061,RCV-0221,CAT-051,RISK-11,US,16010.30,60.0
DEC-00431,SND-0078,RCV-0250,CAT-058,RISK-16,EE,16047.31,61.3
DEC-00432,SND-0095,RCV-0029,CAT-065,RISK-01,LV,16084.32,62.6
DEC-00433,SND-0112,RCV-0058,CAT-072,RISK-06,LT,16121.33,63.9
DEC-00434,SND-0129,RCV-0087,CAT-079,RISK-11,FI,16158.34,65.2
DEC-00435,SND-0146,RCV-0116,CAT-006,RISK-16,SE,16195.35,66.5
DEC-00436,SND-0163,RCV-0145,CAT-013,RISK-01,DE,16232.36,67.8
DEC-00437,SND-0180,RCV-0174,CAT-020,RISK-06,PL,16269.37,69.1
DEC-00438,SND-0197,RCV-0203,CAT-027,RISK-11,NL,16306.38,70.4
DEC-00439,SND-0214,RCV-0232,CAT-034,RISK-16,CN,16343.39,71.7
DEC-00440,SND-0231,RCV-0011,CAT-041,RISK-01,US,16380.40,73.0
DEC-00441,SND-0248,RCV-0040,CAT-048,RISK-06,EE,16417.41,74.3
DEC-00442,SND-0015,RCV-0069,CAT-055,RISK-11,LV,16454.42,75.6
DEC-00443,SND-0032,RCV-0098,CAT-062,RISK-16,LT,16491.43,76.9
DEC-00444,SND-0049,RCV-0127,CAT-069,RISK-01,FI,16528.44,78.2
DEC-00445,SND-0066,RCV-0156,CAT-076,RISK-06,SE,16565.45,79.5
DEC-00446,SND-0083,RCV-0185,CAT-003,RISK-11,DE,16602.46,80.8
DEC-00447,SND-0100,RCV-0214,CAT-010,RISK-16,PL,16639.47,82.1
DEC-00448,SND-0117,RCV-0243,CAT-017,RISK-01,NL,16676.48,83.4
DEC-00449,SND-0134,RCV-0022,CAT-024,RISK-06,CN,16713.49,84.7
DEC-00450,SND-0151,RCV-0051,CAT-031,RISK-11,US,16750.50,86.0
DEC-00451,SND-0168,RCV-0080,CAT-038,RISK-16,EE,16787.51,87.3
DEC-00452,SND-0185,RCV-0109,CAT-045,RISK-01,LV,16824.52,88.6
DEC-00453,SND-0202,RCV-0138,CAT-052,RISK-06,LT,16861.53,89.9
DEC-00454,SND-0219,RCV-0167,CAT-059,RISK-11,FI,16898.54,91.2
DEC-00455,SND-0236,RCV-0196,CAT-066,RISK-16,SE,16935.55,92.5
DEC-00456,SND-0003,RCV-0225,CAT-073,RISK-01,DE,16972.56,93.8
DEC-00457,SND-0020,RCV-0004,CAT-080,RISK-06,PL,17009.57,95.1
DEC-00458,SND-0037,RCV-0033,CAT-007,RISK-11,NL,17046.58,96.4
DEC-00459,SND-0054,RCV-0062,CAT-014,RISK-16,CN,17083.59,97.7
DEC-00460,SND-0071,RCV-0091,CAT-021,RISK-01,US,17120.60,99.0
DEC-00461,SND-0088,RCV-0120,CAT-028,RISK-06,EE,17157.61,100.3
DEC-00462,SND-0105,RCV-0149,CAT-035,RISK-11,LV,17194.62,101.6
DEC-00463,SND-0122,RCV-0178,CAT-042,RISK-16,LT,17231.63,102.9
DEC-00464,SND-0139,RCV-0207,CAT-049,RISK-01,FI,17268.64,104.2
DEC-00465,SND-0156,RCV-0236,CAT-056,RISK-06,SE,17305.65,105.5
DEC-00466,SND-0173,RCV-0015,CAT-063,RISK-11,DE,17342.66,106.8
DEC-00467,SND-0190,RCV-0044,CAT-070,RISK-16,PL,17379.67,108.1
DEC-00468,SND-0207,RCV-0073,CAT-077,RISK-01,NL,17416.68,109.4
DEC-00469,SND-0224,RCV-0102,CAT-004,RISK-06,CN,17453.69,110.7
DEC-00470,SND-0241,RCV-0131,CAT-011,RISK-11,US,17490.70,112.0
DEC-00471,SND-0008,RCV-0160,CAT-018,RISK-16,EE,17527.71,113.3
DEC-00472,SND-0025,RCV-0189,CAT-025,RISK-01,LV,17564.72,114.6
DEC-00473,SND-0042,RCV-0218,CAT-032,RISK-06,LT,17601.73,115.9
DEC-00474,SND-0059,RCV-0247,CAT-039,RISK-11,FI,17638.74,117.2
DEC-00475,SND-0076,RCV-0026,CAT-046,RISK-16,SE,17675.75,118.5
DEC-00476,SND-0093,RCV-0055,CAT-053,RISK-01,DE,17712.76,119.8
DEC-00477,SND-0110,RCV-0084,CAT-060,RISK-06,PL,17749.77,121.1
DEC-00478,SND-0127,RCV-0113,CAT-067,RISK-11,NL,17786.78,122.4
DEC-00479,SND-0144,RCV-0142,CAT-074,RISK-16,CN,17823.79,123.7
DEC-00480,SND-0161,RCV-0171,CAT-001,RISK-01,US,17860.80,125.0
DEC-00481,SND-0178,RCV-0200,CAT-008,RISK-06,EE,17897.81,126.3
DEC-00482,SND-0195,RCV-0229,CAT-015,RISK-11,LV,17934.82,127.6
DEC-00483,SND-0212,RCV-0008,CAT-022,RISK-16,LT,17971.83,128.9
DEC-00484,SND-0229,RCV-0037,CAT-029,RISK-01,FI,18008.84,130.2
DEC-00485,SND-0246,RCV-0066,CAT-036,RISK-06,SE,18045.85,131.5
DEC-00486,SND-0013,RCV-0095,CAT-043,RISK-11,DE,18082.86,132.8
DEC-00487,SND-0030,RCV-0124,CAT-050,RISK-16,PL,18119.87,134.1
DEC-00488,SND-0047,RCV-0153,CAT-057,RISK-01,NL,18156.88,135.4
DEC-00489,SND-0064,RCV-0182,CAT-064,RISK-06,CN,18193.89,136.7
DEC-00490,SND-0081,RCV-0211,CAT-071,RISK-11,US,18230.90,138.0
DEC-00491,SND-0098,RCV-0240,CAT-078,RISK-16,EE,18267.91,139.3
DEC-00492,SND-0115,RCV-0019,CAT-005,RISK-01,LV,18304.92,140.6
DEC-00493,SND-0132,RCV-0048,CAT-012,RISK-06,LT,18341.93,141.9
DEC-00494,SND-0149,RCV-0077,CAT-019,RISK-11,FI,18378.94,143.2
DEC-00495,SND-0166,RCV-0106,CAT-026,RISK-16,SE,18415.95,144.5
DEC-00496,SND-0183,RCV-0135,CAT-033,RISK-01,DE,18452.96,145.8
DEC-00497,SND-0200,RCV-0164,CAT-040,RISK-06,PL,18489.97,147.1
DEC-00498,SND-0217,RCV-0193,CAT-047,RISK-11,NL,18526.98,148.4
DEC-00499,SND-0234,RCV-0222,CAT-054,RISK-16,CN,18563.99,149.7
DEC-00500,SND-0001,RCV-0001,CAT-061,RISK-01,US,18600.00,151.0
DEC-00501,SND-0018,RCV-0030,CAT-068,RISK-06,EE,18637.01,152.3
DEC-00502,SND-0035,RCV-0059,CAT-075,RISK-11,LV,18674.02,153.6
DEC-00503,SND-0052,RCV-0088,CAT-002,RISK-16,LT,18711.03,154.9
DEC-00504,SND-0069,RCV-0117,CAT-009,RISK-01,FI,18748.04,156.2
DEC-00505,SND-0086,RCV-0146,CAT-016,RISK-06,SE,18785.05,157.5
DEC-00506,SND-0103,RCV-0175,CAT-023,RISK-11,DE,18822.06,158.8
DEC-00507,SND-0120,RCV-0204,CAT-030,RISK-16,PL,18859.07,160.1
DEC-00508,SND-0137,RCV-0233,CAT-037,RISK-01,NL,18896.08,161.4
DEC-00509,SND-0154,RCV-0012,CAT-044,RISK-06,CN,18933.09,162.7
DEC-00510,SND-0171,RCV-0041,CAT-051,RISK-11,US,18970.10,164.0
DEC-00511,SND-0188,RCV-0070,CAT-058,RISK-16,EE,19007.11,165.3
DEC-00512,SND-0205,RCV-0099,CAT-065,RISK-01,LV,19044.12,166.6
DEC-00513,SND-0222,RCV-0128,CAT-072,RISK-06,LT,19081.13,167.9
DEC-00514,SND-0239,RCV-0157,CAT-079,RISK-11,FI,19118.14,169.2
DEC-00515,SND-0006,RCV-0186,CAT-006,RISK-16,SE,19155.15,170.5
DEC-00516,SND-0023,RCV-0215,CAT-013,RISK-01,DE,19192.16,171.8
DEC-00517,SND-0040,RCV-0244,CAT-020,RISK-06,PL,19229.17,173.1
DEC-00518,SND-0057,RCV-0023,CAT-027,RISK-11,NL,19266.18,174.4
DEC-00519,SND-0074,RCV-0052,CAT-034,RISK-16,CN,19303.19,175.7
DEC-00520,SND-0091,RCV-0081,CAT-041,RISK-01,US,19340.20,177.0
DEC-00521,SND-0108,RCV-0110,CAT-048,RISK-06,EE,19377.21,178.3
DEC-00522,SND-0125,RCV-0139,CAT-055,RISK-11,LV,19414.22,179.6
DEC-00523,SND-0142,RCV-0168,CAT-062,RISK-16,LT,19451.23,180.9
DEC-00524,SND-0159,RCV-0197,CAT-069,RISK-01,FI,19488.24,182.2
DEC-00525,SND-0176,RCV-0226,CAT-076,RISK-06,SE,19525.25,183.5
DEC-00526,SND-0193,RCV-0005,CAT-003,RISK-11,DE,19562.26,184.8
DEC-00527,SND-0210,RCV-0034,CAT-010,RISK-16,PL,19599.27,186.1
DEC-00528,SND-0227,RCV-0063,CAT-017,RISK-01,NL,19636.28,187.4
DEC-00529,SND-0244,RCV-0092,CAT-024,RISK-06,CN,19673.29,188.7
DEC-00530,SND-0011,RCV-0121,CAT-031,RISK-11,US,19710.30,190.0
DEC-00531,SND-0028,RCV-0150,CAT-038,RISK-16,EE,19747.31,191.3
DEC-00532,SND-0045,RCV-0179,CAT-045,RISK-01,LV,19784.32,192.6
DEC-00533,SND-0062,RCV-0208,CAT-052,RISK-06,LT,19821.33,193.9
DEC-00534,SND-0079,RCV-0237,CAT-059,RISK-11,FI,19858.34,195.2
DEC-00535,SND-0096,RCV-0016,CAT-066,RISK-16,SE,19895.35,196.5
DEC-00536,SND-0113,RCV-0045,CAT-073,RISK-01,DE,19932.36,197.8
DEC-00537,SND-0130,RCV-0074,CAT-080,RISK-06,PL,19969.37,199.1
DEC-00538,SND-0147,RCV-0103,CAT-007,RISK-11,NL,20006.38,200.4
DEC-00539,SND-0164,RCV-0132,CAT-014,RISK-16,CN,20043.39,201.7
DEC-00540,SND-0181,RCV-0161,CAT-021,RISK-01,US,20080.40,203.0
DEC-00541,SND-0198,RCV-0190,CAT-028,RISK-06,EE,20117.41,204.3
DEC-00542,SND-0215,RCV-0219,CAT-035,RISK-11,LV,20154.42,205.6
DEC-00543,SND-0232,RCV-0248,CAT-042,RISK-16,LT,20191.43,206.9
DEC-00544,SND-0249,RCV-0027,CAT-049,RISK-01,FI,20228.44,208.2
DEC-00545,SND-0016,RCV-0056,CAT-056,RISK-06,SE,20265.45,209.5
DEC-00546,SND-0033,RCV-0085,CAT-063,RISK-11,DE,20302.46,210.8
DEC-00547,SND-0050,RCV-0114,CAT-070,RISK-16,PL,20339.47,212.1
DEC-00548,SND-0067,RCV-0143,CAT-077,RISK-01,NL,20376.48,213.4
DEC-00549,SND-0084,RCV-0172,CAT-004,RISK-06,CN,20413.49,214.7
DEC-00550,SND-0101,RCV-0201,CAT-011,RISK-11,US,20450.50,216.0
DEC-00551,SND-0118,RCV-0230,CAT-018,RISK-16,EE,20487.51,217.3
DEC-00552,SND-0135,RCV-0009,CAT-025,RISK-01,LV,20524.52,218.6
DEC-00553,SND-0152,RCV-0038,CAT-032,RISK-06,LT,20561.53,219.9
DEC-00554,SND-0169,RCV-0067,CAT-039,RISK-11,FI,20598.54,221.2
DEC-00555,SND-0186,RCV-0096,CAT-046,RISK-16,SE,20635.55,222.5
DEC-00556,SND-0203,RCV-0125,CAT-053,RISK-01,DE,20672.56,223.8
DEC-00557,SND-0220,RCV-0154,CAT-060,RISK-06,PL,20709.57,225.1
DEC-00558,SND-0237,RCV-0183,CAT-067,RISK-11,NL,20746.58,226.4
DEC-00559,SND-0004,RCV-0212,CAT-074,RISK-16,CN,20783.59,227.7
DEC-00560,SND-0021,RCV-0241,CAT-001,RISK-01,US,20820.60,229.0
DEC-00561,SND-0038,RCV-0020,CAT-008,RISK-06,EE,20857.61,230.3
DEC-00562,SND-0055,RCV-0049,CAT-015,RISK-11,LV,20894.62,231.6
DEC-00563,SND-0072,RCV-0078,CAT-022,RISK-16,LT,20931.63,232.9
DEC-00564,SND-0089,RCV-0107,CAT-029,RISK-01,FI,20968.64,234.2
DEC-00565,SND-0106,RCV-0136,CAT-036,RISK-06,SE,21005.65,235.5
DEC-00566,SND-0123,RCV-0165,CAT-043,RISK-11,DE,21042.66,236.8
DEC-00567,SND-0140,RCV-0194,CAT-050,RISK-16,PL,21079.67,238.1
DEC-00568,SND-0157,RCV-0223,CAT-057,RISK-01,NL,21116.68,239.4
DEC-00569,SND-0174,RCV-0002,CAT-064,RISK-06,CN,21153.69,240.7
DEC-00570,SND-0191,RCV-0031,CAT-071,RISK-11,US,21190.70,242.0
DEC-00571,SND-0208,RCV-0060,CAT-078,RISK-16,EE,21227.71,243.3
DEC-00572,SND-0225,RCV-0089,CAT-005,RISK-01,LV,21264.72,244.6
DEC-00573,SND-0242,RCV-0118,CAT-012,RISK-06,LT,21301.73,245.9
DEC-00574,SND-0009,RCV-0147,CAT-019,RISK-11,FI,21338.74,247.2
DEC-00575,SND-0026,RCV-0176,CAT-026,RISK-16,SE,21375.75,248.5
DEC-00576,SND-0043,RCV-0205,CAT-033,RISK-01,DE,21412.76,249.8
DEC-00577,SND-0060,RCV-0234,CAT-040,RISK-06,PL,21449.77,251.1
DEC-00578,SND-0077,RCV-0013,CAT-047,RISK-11,NL,21486.78,252.4
DEC-00579,SND-0094,RCV-0042,CAT-054,RISK-16,CN,21523.79,253.7
DEC-00580,SND-0111,RCV-0071,CAT-061,RISK-01,US,21560.80,255.0
DEC-00581,SND-0128,RCV-0100,CAT-068,RISK-06,EE,21597.81,256.3
DEC-00582,SND-0145,RCV-0129,CAT-075,RISK-11,LV,21634.82,257.6
DEC-00583,SND-0162,RCV-0158,CAT-002,RISK-16,LT,21671.83,258.9
DEC-00584,SND-0179,RCV-0187,CAT-009,RISK-01,FI,21708.84,260.2
DEC-00585,SND-0196,RCV-0216,CAT-016,RISK-06,SE,21745.85,261.5
DEC-00586,SND-0213,RCV-0245,CAT-023,RISK-11,DE,21782.86,262.8
DEC-00587,SND-0230,RCV-0024,CAT-030,RISK-16,PL,21819.87,264.1
DEC-00588,SND-0247,RCV-0053,CAT-037,RISK-01,NL,21856.88,265.4
DEC-00589,SND-0014,RCV-0082,CAT-044,RISK-06,CN,21893.89,266.7
DEC-00590,SND-0031,RCV-0111,CAT-051,RISK-11,US,21930.90,268.0
DEC-00591,SND-0048,RCV-0140,CAT-058,RISK-16,EE,21967.91,269.3
DEC-00592,SND-0065,RCV-0169,CAT-065,RISK-01,LV,22004.92,270.6
DEC-00593,SND-0082,RCV-0198,CAT-072,RISK-06,LT,22041.93,271.9
DEC-00594,SND-0099,RCV-0227,CAT-079,RISK-11,FI,22078.94,273.2
DEC-00595,SND-0116,RCV-0006,CAT-006,RISK-16,SE,22115.95,274.5
DEC-00596,SND-0133,RCV-0035,CAT-013,RISK-01,DE,22152.96,275.8
DEC-00597,SND-0150,RCV-0064,CAT-020,RISK-06,PL,22189.97,277.1
DEC-00598,SND-0167,RCV-0093,CAT-027,RISK-11,NL,22226.98,278.4
DEC-00599,SND-0184,RCV-0122,CAT-034,RISK-16,CN,22263.99,279.7
DEC-00600,SND-0201,RCV-0151,CAT-041,RISK-01,US,22300.00,281.0
DEC-00601,SND-0218,RCV-0180,CAT-048,RISK-06,EE,22337.01,282.3
DEC-00602,SND-0235,RCV-0209,CAT-055,RISK-11,LV,22374.02,283.6
DEC-00603,SND-0002,RCV-0238,CAT-062,RISK-16,LT,22411.03,284.9
DEC-00604,SND-0019,RCV-0017,CAT-069,RISK-01,FI,22448.04,286.2
DEC-00605,SND-0036,RCV-0046,CAT-076,RISK-06,SE,22485.05,287.5
DEC-00606,SND-0053,RCV-0075,CAT-003,RISK-11,DE,22522.06,288.8
DEC-00607,SND-0070,RCV-0104,CAT-010,RISK-16,PL,22559.07,290.1
DEC-00608,SND-0087,RCV-0133,CAT-017,RISK-01,NL,22596.08,291.4
DEC-00609,SND-0104,RCV-0162,CAT-024,RISK-06,CN,22633.09,292.7
DEC-00610,SND-0121,RCV-0191,CAT-031,RISK-11,US,22670.10,294.0
DEC-00611,SND-0138,RCV-0220,CAT-038,RISK-16,EE,22707.11,295.3
DEC-00612,SND-0155,RCV-0249,CAT-045,RISK-01,LV,22744.12,296.6
DEC-00613,SND-0172,RCV-0028,CAT-052,RISK-06,LT,22781.13,297.9
DEC-00614,SND-0189,RCV-0057,CAT-059,RISK-11,FI,22818.14,299.2
DEC-00615,SND-0206,RCV-0086,CAT-066,RISK-16,SE,22855.15,300.5
DEC-00616,SND-0223,RCV-0115,CAT-073,RISK-01,DE,22892.16,301.8
DEC-00617,SND-0240,RCV-0144,CAT-080,RISK-06,PL,22929.17,303.1
DEC-00618,SND-0007,RCV-0173,CAT-007,RISK-11,NL,22966.18,304.4
DEC-00619,SND-0024,RCV-0202,CAT-014,RISK-16,CN,23003.19,305.7
DEC-00620,SND-0041,RCV-0231,CAT-021,RISK-01,US,23040.20,307.0
DEC-00621,SND-0058,RCV-0010,CAT-028,RISK-06,EE,23077.21,308.3
DEC-00622,SND-0075,RCV-0039,CAT-035,RISK-11,LV,23114.22,309.6
DEC-00623,SND-0092,RCV-0068,CAT-042,RISK-16,LT,23151.23,310.9
DEC-00624,SND-0109,RCV-0097,CAT-049,RISK-01,FI,23188.24,312.2
DEC-00625,SND-0126,RCV-0126,CAT-056,RISK-06,SE,23225.25,313.5
DEC-00626,SND-0143,RCV-0155,CAT-063,RISK-11,DE,23262.26,314.8
DEC-00627,SND-0160,RCV-0184,CAT-070,RISK-16,PL,23299.27,316.1
DEC-00628,SND-0177,RCV-0213,CAT-077,RISK-01,NL,23336.28,317.4
DEC-00629,SND-0194,RCV-0242,CAT-004,RISK-06,CN,23373.29,318.7
DEC-00630,SND-0211,RCV-0021,CAT-011,RISK-11,US,23410.30,320.0
DEC-00631,SND-0228,RCV-0050,CAT-018,RISK-16,EE,23447.31,321.3
DEC-00632,SND-0245,RCV-0079,CAT-025,RISK-01,LV,23484.32,322.6
DEC-00633,SND-0012,RCV-0108,CAT-032,RISK-06,LT,23521.33,323.9
DEC-00634,SND-0029,RCV-0137,CAT-039,RISK-11,FI,23558.34,325.2
